X;Y;id;lat;long;type;site;code;name
12.283333;41.75;29325;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia
-0.093145;51.514248;16147;-0.093145000000000;51.514248000000002;Dressel 20;London;MIMOPSI;Britannia
1.333333;51.283333;17022;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;PVC;Britannia
17.933333;40.633333;40180;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;DEMETRI;Italia
8.44;39.881944;25292;8.440000000000000;39.881943999999997;Amphora incerta;Sardegna;SAED;Corsica et Sardinia
17.85;40.683333;35189;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;HERMAISCI;Italia
2.244789;41.447145;17788;2.244789000000000;41.447144999999999;Pascual 1;Badalona;H;Tarraconensis
11.25;42.5;33822;11.250000000000000;42.500000000000000;Greco-Itálica;Albinia;SE;Italia
17.85;40.683333;37255;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;ARCHELLA;Italia
4.942851;43.383543;10259;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;QIA;Narbonensis
4.873453;45.524785;24859;4.873453000000000;45.524785000000001;Dressel 20;Vienne;AMVELMA;Narbonensis
7.717205;47.536818;7562;7.717205000000000;47.536817999999997;Dressel 20;Augst;MPM;Germania Superior
7.095485;50.73438;14707;7.095485000000000;50.734380000000002;Dressel 20;Bonn;SEXN;Germania Inferior
4.860743;45.531592;29514;4.860743000000000;45.531592000000003;Dressel 20;Saint-Romain-en-Gal;SCALESIAAG;Narbonensis
-5.52751;37.658961;12514;-5.527510000000000;37.658960999999998;Dressel 20;Lora del Río;RL;Baetica
17.85;40.683333;35602;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;VISELLI;Italia
10.9;44.5;34359;10.900000000000000;44.500000000000000;Operculum;Modena;PIHILARI;Italia
6.636628;49.75979;13948;6.636628000000000;49.759790000000002;Dressel 20;Trier;CAF;Belgica
3.104371;42.517594;5311;3.104371000000000;42.517594000000003;Dressel 20;Port-Vendres;CSEMPRONIPOLYCLITI;Narbonensis
11.043611;35.394444;1187;11.043611000000000;35.394444000000000;Africana;Salakta;QVINASYL;Africa Proconsularis
-0.083333;51.5;15686;-0.083333000000000;51.500000000000000;Dressel 20;Southwark;ARAXIFM;Britannia
-5.233333;37.833333;26711;-5.233333000000000;37.833333000000003;Dressel 20;Hornachuelos;LFC;Baetica
4.942851;43.383543;10003;4.942851000000000;43.383543000000003;Dressel 1;Golfe de Fos;PHILOTA;Narbonensis
2.667809;41.618024;8745;2.667809000000000;41.618023999999998;Amphora incerta;Calella;HILARI;Tarraconensis
4.873453;45.524785;24825;4.873453000000000;45.524785000000001;Dressel 20;Vienne;MIAPS;Narbonensis
17.85;40.683333;35309;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;LVKAON;Italia
17.933333;40.633333;38007;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;CADUCEUS;Italia
4.846711;45.748457;26434;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;QCR;Lugdunensis
-5.02037;37.810702;12180;-5.020370000000000;37.810701999999999;Dressel 20;Almodóvar del Río;IVSA;Baetica
2.195146;46.562194;41737;2.195146000000000;46.562193999999998;Dressel 1;Châteaumeillant;LICINVS;Aquitania
17.933333;40.633333;40520;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENOPILVS;Italia
4.359623;43.833778;21364;4.359623000000000;43.833778000000002;Gauloise 1;Nîmes;TVG;Narbonensis
17.85;40.683333;37392;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;STABVA;Italia
7.095485;50.73438;20477;7.095485000000000;50.734380000000002;Dressel 20;Bonn;GAF;Germania Inferior
-2.766667;51.61;16799;-2.766667000000000;51.609999999999999;Dressel 20;Caerwent;QSR;Britannia
17.85;40.683333;35380;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;LVKAON;Italia
-6.494247;34.334284;8989;-6.494247000000000;34.334283999999997;Africana 2;Sidi Ali ben ahmed (Thamusida);TOPSI;Mauretania Tingitana
17.85;40.683333;34715;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLONIDA;Italia
2.244789;41.447145;32173;2.244789000000000;41.447144999999999;Tarraconense 1;Badalona;QMEVI;Tarraconensis
8.279096;49.984188;14902;8.279095999999999;49.984188000000003;Dressel 20;Mainz;SAENIANES;Germania Superior
15.616667;41.316667;26137;15.616667000000000;41.316667000000002;Dressel ante 6B;Ordona;ACAS;Italia
-2.65;52.666667;15891;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;MEEVPRO;Britannia
4.873453;45.524785;24773;4.873453000000000;45.524785000000001;Dressel 20;Vienne;QCR;Narbonensis
8.684167;50.11552;14807;8.684167000000000;50.115519999999997;Dressel 20;Frankfurt am Main;LQS;Germania Superior
2.007994;41.396145;36674;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;ILEGIBILE;Tarraconensis
10.083333;44.7;34283;10.083333000000000;44.700000000000003;Amphora incerta;Provincia di Parma;PSVTORI;Italia
10.315858;47.732209;31735;10.315858000000000;47.732208999999997;Dressel 20;Kempten;PIVLICRISPI;Raetia
4.64761;44.264945;39355;4.647610000000000;44.264944999999997;Dressel 20;Ardèche (Alba);MAEMRV;Narbonensis
14.966667;46.65;31639;14.966666999999999;46.649999999999999;Dressel 6B;Magdalensberg;BARB;Noricum
4.942851;43.383543;10111;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;GFS;Narbonensis
2.195146;46.562194;41758;2.195146000000000;46.562193999999998;Dressel 2-4 Catalan;Châteaumeillant;TALRVF;Aquitania
17.85;40.683333;34603;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APELLESAEH;Italia
1.09928;48.677158;21277;1.099280000000000;48.677157999999999;Tarraconense 1;Bourdeaux;R;Lugdunensis
8.684167;50.11552;14106;8.684167000000000;50.115519999999997;Dressel 20;Frankfurt am Main;ARVP;Germania Superior
12.283333;41.75;4971;12.283333000000001;41.750000000000000;Africana;Ostia Antica;COLLEPFELIC;Italia
15.1;37.5;36957;15.100000000000000;37.500000000000000;Amphora incerta;Sicilia;QVI;Sicilia
17.85;40.683333;35035;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DEMETRI;Italia
9.766667;47.5;12684;9.766667000000000;47.500000000000000;Amphora incerta;Bregenz;MVAL;Raetia
29.955266;31.215645;38687;29.955266000000002;31.215644999999999;Brindisian amphora;Alexandria;VEHILI;Aegyptus
17.85;40.683333;34609;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APELLESAEH;Italia
0.621069;43.934643;21254;0.621069000000000;43.934643000000001;Dressel 1;Lectoure;ANT;Aquitania
11.25;42.5;33885;11.250000000000000;42.500000000000000;Dressel 1C;Albinia;DAS;Italia
-6.79846;34.0531;8655;-6.798460000000000;34.053100000000001;Dressel 20;Salé (Sala);CSERH;Mauretania Tingitana
17.933333;40.633333;40255;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;HPAIOC;Italia
2.007994;41.396145;36499;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;P;Tarraconensis
-1.083333;53.966667;30682;-1.083333000000000;53.966667000000001;Mortarium;York;SVVVIIIITR;Britannia
-3.482778;51.405556;25459;-3.482778000000000;51.405555999999997;Dressel 20;Llantwit Major;VICTORICI;Britannia
5.70036;48.281403;27052;5.700360000000000;48.281402999999997;Amphora incerta;Angers;MR;Germania Superior
17.933333;40.633333;41048;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANINIANA;Italia
-6.115818;34.60144;8867;-6.115818000000000;34.601439999999997;Dressel 20;Banasa;PORTO;Mauretania Tingitana
11.883333;45.416667;32759;11.883333000000000;45.416666999999997;Dressel 6B;Padova;FA;Italia
-2.65;52.666667;15984;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;QFC;Britannia
4.860743;45.531592;25796;4.860743000000000;45.531592000000003;Dressel 20;Saint-Romain-en-Gal;PATV;Narbonensis
2.62341;41.602356;6308;2.623410000000000;41.602356000000000;Pascual 1;Sant Pol de Mar;CI;Tarraconensis
11.05;44.616667;33683;11.050000000000001;44.616667000000000;Dressel 2-4;Castelfranco Emilia;TEBIDPARHALI;Italia
8.566917;50.271515;14512;8.566917000000000;50.271515000000001;Dressel 20;Niederbieber;PIRP;Germania Superior
-5.02037;37.810702;11733;-5.020370000000000;37.810701999999999;Dressel 20;Almodóvar del Río;LIBERALINI;Baetica
7.717205;47.536818;7417;7.717205000000000;47.536817999999997;Dressel 20;Augst;MAELIALEXANDRI;Germania Superior
4.35139;47.916097;18253;4.351390000000000;47.916097000000001;Amphora incerta;Vertault;BARIN;Germania Superior
4.942851;43.383543;10267;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;QSA;Narbonensis
17.933333;40.633333;38203;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;VEHILI;Italia
6.685037;51.198071;26610;6.685037000000000;51.198070999999999;Pascual 1;Neuss;MPORC;Germania Inferior
17.933333;40.633333;38174;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;VEHILI;Italia
17.933333;40.633333;41046;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANINIANA;Italia
1.333333;51.283333;16771;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;MSM;Britannia
2.007994;41.396145;36379;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;F;Tarraconensis
12.393333;45.544444;10485;12.393333000000000;45.544443999999999;Dressel 6A;Altino;EXSPECTATGAVI;Italia
12.283333;41.75;28217;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia
2.1741;41.398371;17332;2.174100000000000;41.398370999999997;Pascual 1;Barcelona;QFS;Tarraconensis
-5.666942;37.615058;13546;-5.666942000000000;37.615057999999998;Dressel 20;Alcolea del Río;MMCS;Baetica
4.860743;45.531592;39665;4.860743000000000;45.531592000000003;Dressel 20;Saint-Romain-en-Gal;CSEMPRONIPOLYCLITI;Narbonensis
6.75;44.466667;21082;6.750000000000000;44.466667000000001;Dressel 1;Tournus;CFD;Italia
9.254185;41.341096;18611;9.254185000000000;41.341096000000000;Dressel 2-4 Catalan;Îles Lavezzi;POT;Corsica et Sardinia
-4.266667;53.15;16118;-4.266667000000000;53.149999999999999;Dressel 20;Caernarfon;QIC;Britannia
2.007994;41.396145;36529;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;P;Tarraconensis
17.933333;40.633333;37837;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PCLAVDIVSPNQ;Italia
4.828233;46.314074;20266;4.828233000000000;46.314073999999998;Dressel 20;Mâcon;SERSEP;Lugdunensis
8.279096;49.984188;14760;8.279095999999999;49.984188000000003;Dressel 20;Mainz;APM;Germania Superior
8.645835;50.159548;27582;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;LFF;Germania Superior
4.942851;43.383543;9993;4.942851000000000;43.383543000000003;Dressel 1B;Golfe de Fos;MAHE;Narbonensis
12.488056;45.78;32650;12.488056000000000;45.780000000000001;Dressel 6B;Oderzo;FELIXSCR;Italia
-2.333333;54.966667;18694;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;CAVM;Britannia
2.971462;42.600308;37084;2.971462000000000;42.600307999999998;Brindisian amphora;Elne;VISELLI;Narbonensis
9.516667;40.916667;36952;9.516667000000000;40.916666999999997;Amphora incerta;Sardegna;SHX;Corsica et Sardinia
-3.533333;50.7;16758;-3.533333000000000;50.700000000000003;Dressel 20;Exeter;LSL;Britannia
4.032143;46.92678;20508;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;CSEX;Lugdunensis
-6.191022;36.528604;27167;-6.191022000000000;36.528604000000001;Amphora incerta;Puerto Real;DAAT;Baetica
17.933333;40.633333;37690;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;CANINI;Italia
4.074948;43.651572;15048;4.074948000000000;43.651572000000002;Dressel 2-4;Lansargues;CONSOR;Narbonensis
0.9;51.883333;16969;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CSEMPRONIPOLYCLITI;Britannia
-5.281208;37.700239;37204;-5.281208000000000;37.700239000000003;Amphora incerta;Palma del Río;MARTINIANV;Baetica
-1.083333;53.966667;16501;-1.083333000000000;53.966667000000001;Dressel 20;York;SNR;Britannia
11.65;45.233333;4658;11.650000000000000;45.233333000000002;Lamboglia 2;Este;NICOST;Italia
6.95;50.933333;14782;6.950000000000000;50.933332999999998;Dressel 20;Köln;PONTICI;Germania Inferior
4.949001;47.136829;20370;4.949001000000000;47.136828999999999;Dressel 1;Nuits-Saint-Georges;BAVE;Lugdunensis
8.186805;50.181629;14115;8.186805000000000;50.181629000000001;Dressel 20;Orlen;BELI;Germania Superior
0.9;51.883333;20525;0.900000000000000;51.883333000000000;Amphora incerta;Colchester;FAVS;Britannia
17.933333;40.633333;38219;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;VEHILI;Italia
-6.494247;34.334284;8988;-6.494247000000000;34.334283999999997;Dressel 20;Sidi Ali ben ahmed (Thamusida);SAENIANES;Mauretania Tingitana
4.48595;47.537854;21074;4.485950000000000;47.537854000000003;Dressel 1;Alise-Sainte-Reine;BAVE;Lugdunensis
4.48595;47.537854;23876;4.485950000000000;47.537854000000003;Dressel 20;Alise-Sainte-Reine;MA;Lugdunensis
8.186805;50.181629;14072;8.186805000000000;50.181629000000001;Dressel 20;Orlen;ACIRGI;Germania Superior
2.581156;41.590543;7380;2.581156000000000;41.590542999999997;Dressel 2-4 Catalan;Canet de Mar;OIVLTHEOPHIL;Tarraconensis
8.279096;49.984188;19368;8.279095999999999;49.984188000000003;Dressel 20;Mainz;CSEMAI;Germania Superior
5.941712;43.117705;20193;5.941712000000000;43.117705000000001;Gauloise 4;Toulon;SVE;Narbonensis
-0.016667;44.833333;4676;-0.016667000000000;44.833333000000003;Dressel 1A;Mouliets-et-Villemartin;PP;Aquitania
8.279096;49.984188;14474;8.279095999999999;49.984188000000003;Dressel 20;Mainz;MIM;Germania Superior
17.85;40.683333;37246;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLONI;Italia
4.64761;44.264945;39428;4.647610000000000;44.264944999999997;Dressel 20;Ardèche (Alba);CAMILIMELISSI;Narbonensis
-5.02037;37.810702;12094;-5.020370000000000;37.810701999999999;Dressel 20;Almodóvar del Río;FINRA;Baetica
5.179773;52.064313;41511;5.179773000000000;52.064312999999999;Dressel 20;Fort Vechten;SAXFERFTV;Germania Inferior
4.636331;43.681659;30824;4.636331000000000;43.681659000000003;Dressel 20;Arles;PLCPLOCAMI;Narbonensis
-5.871389;37.549445;29663;-5.871389000000000;37.549444999999999;Dressel 20;Brenes;VIRIII;Baetica
4.861363;45.524737;19699;4.861363000000000;45.524737000000002;Dressel 20;Sainte-Colombe;QCR;Narbonensis
12.283333;41.75;29218;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;AELIFVSCIANI;Italia
-5.52751;37.658961;29478;-5.527510000000000;37.658960999999998;Dressel 20;Lora del Río;CENNIHISPANI;Baetica
7.616482;48.371252;8100;7.616482000000000;48.371251999999998;Dressel 20;Ehl;CSEMPRONIPOLYCLITI;Germania Superior
1.447891;43.522994;40638;1.447891000000000;43.522993999999997;Brindisian amphora;Vieille-Toulouse;PERDICAS;Narbonensis
2.244789;41.447145;17827;2.244789000000000;41.447144999999999;Dressel 2-4 Catalan;Badalona;N;Tarraconensis
5.265397;44.690917;8337;5.265397000000000;44.690916999999999;Dressel 2-4;Roanne;VIVI;Narbonensis
-1.383333;54.083333;30733;-1.383333000000000;54.083333000000003;Mortarium;Aldborough;VOROU;Britannia
12.283333;41.75;26276;12.283333000000001;41.750000000000000;Africana;Ostia Antica;DONASVLL;Italia
4.873453;45.524785;24850;4.873453000000000;45.524785000000001;Dressel 20;Vienne;MRI;Narbonensis
11.25;42.5;33921;11.250000000000000;42.500000000000000;Dressel 1C;Albinia;D;Italia
6.735237;43.432858;19560;6.735237000000000;43.432858000000003;Dressel 20;Fréjus;QIC;Narbonensis
8.279096;49.984188;19389;8.279095999999999;49.984188000000003;Dressel 20;Mainz;SER;Germania Superior
11.883333;45.416667;33014;11.883333000000000;45.416666999999997;Dressel 6A;Padova;TIIVLP;Italia
8.866667;44.9;23049;8.866667000000000;44.899999999999999;Dressel 6B;Tortona;CLAEK;Italia
8.866667;44.9;20433;8.866667000000000;44.899999999999999;Amphora incerta;Tortona;BERE;Italia
3.443291;43.280977;6115;3.443291000000000;43.280977000000000;Dressel 20;Hérault;SCALES;Narbonensis
7.787355;48.600381;8135;7.787355000000000;48.600380999999999;Dressel 20;Strasbourg;OBDM;Germania Superior
4.846711;45.748457;4926;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;BARNAEI;Lugdunensis
18.695556;42.515;38652;18.695556000000000;42.515000000000001;Amphora incerta;Risan;PHILOKTEPA;Dalmatia
12.283333;41.75;29211;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;DEF;Italia
17.933333;40.633333;40018;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;BAHANO;Italia
8.645835;50.159548;14034;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;CANTONIQVIETI;Germania Superior
7.041042;46.880888;20531;7.041042000000000;46.880887999999999;Dressel 20;Avenches;FMFA;Germania Superior
4.807906;44.139195;39457;4.807906000000000;44.139195000000001;Dressel 20;Orange;ENNIORVMIVLIORVM;Narbonensis
-0.093145;51.514248;16009;-0.093145000000000;51.514248000000002;Dressel 20;London;QFG;Britannia
4.846711;45.748457;25724;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;AELITALSEN;Lugdunensis
8.645835;50.159548;27581;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;LFF;Germania Superior
5.215267;45.756966;39494;5.215267000000000;45.756965999999998;Dressel 20;Saint-Romain-de-Jalionas;MIM;Narbonensis
2.1741;41.398371;33215;2.174100000000000;41.398370999999997;Dressel 2-4 Catalan;Barcelona;EPHI;Tarraconensis
3.4;49.05;30470;3.400000000000000;49.049999999999997;Dressel 20;Château-Thierry;ALFO;Belgica
-0.266667;39.683333;13887;-0.266667000000000;39.683332999999998;Dressel 20;Sagunto;PNN;Tarraconensis
8.431111;49.320833;14989;8.431111000000000;49.320833000000000;Dressel 20;Speyer;VIRG;Germania Superior
8.279096;49.984188;18939;8.279095999999999;49.984188000000003;Dressel 20;Mainz;CLK;Germania Superior
8.44;39.881944;25303;8.440000000000000;39.881943999999997;Amphora incerta;Sardegna;VCI;Corsica et Sardinia
-0.5805;44.840439;26362;-0.580500000000000;44.840439000000003;Pascual 1;Bordeaux;RAV;Aquitania
17.85;40.683333;34629;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLLONID;Italia
4.949001;47.136829;20372;4.949001000000000;47.136828999999999;Dressel 1;Nuits-Saint-Georges;FBP;Lugdunensis
7.717205;47.536818;7448;7.717205000000000;47.536817999999997;Dressel 20;Augst;QCCL;Germania Superior
4.846711;45.748457;17413;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;LCQ;Lugdunensis
4.873453;45.524785;24918;4.873453000000000;45.524785000000001;Dressel 20;Vienne;LVIBICHROMIS;Narbonensis
8.279096;49.984188;13976;8.279095999999999;49.984188000000003;Dressel 20;Mainz;MAR;Germania Superior
0.9;51.883333;16475;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PNN;Britannia
17.85;40.683333;35043;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DEMETRI;Italia
17.933333;40.633333;40509;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENECRATES;Italia
-1.133333;52.633333;16073;-1.133333000000000;52.633333000000000;Dressel 20;Leicester;HISPANI;Britannia
4.032143;46.92678;20998;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;R;Lugdunensis
19.583333;40.716667;30378;19.583333000000000;40.716667000000001;Lamboglia 2;Fier;HES;Macedonia
2.572616;44.35237;10431;2.572616000000000;44.352370000000001;Dressel 20;Rodez;AQV;Aquitania
11.883333;45.416667;9577;11.883333000000000;45.416666999999997;Lamboglia 2;Padova;DIONC;Italia
2.62341;41.602356;19441;2.623410000000000;41.602356000000000;Pascual 1;Sant Pol de Mar;OR;Tarraconensis
3.008816;43.184417;39367;3.008816000000000;43.184417000000003;Dressel 20;Narbonne;TATILIASIATICI;Narbonensis
3.008816;43.184417;10838;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;L;Narbonensis
16.616667;47.233333;17599;16.616667000000000;47.233333000000002;Dressel 6B;Savaria;IMPDOMITI;Pannonia Superior
6.95;50.933333;14313;6.950000000000000;50.933332999999998;Dressel 20;Köln;LFC;Germania Inferior
17.85;40.683333;35544;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;SCOPAS;Italia
0.9;51.883333;16622;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PATERNI;Britannia
17.933333;40.633333;40691;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PILEMO;Italia
2.007994;41.396145;36589;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;SENEISENEC;Tarraconensis
14.966667;46.65;31697;14.966666999999999;46.649999999999999;Dressel 6B;Magdalensberg;IMP;Noricum
0.9;51.883333;16951;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CSEMPRONIPOLYCLITI;Britannia
-0.093145;51.514248;15603;-0.093145000000000;51.514248000000002;Dressel 20;London;CANTONIQVIETI;Britannia
17.85;40.683333;35977;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;CNPETROSOSTR;Italia
6.239319;46.388848;20473;6.239319000000000;46.388848000000003;Dressel 20;Nyon;ATITTAE;Germania Superior
4.873453;45.524785;24940;4.873453000000000;45.524785000000001;Dressel 20;Vienne;LVO;Narbonensis
8.279096;49.984188;19626;8.279095999999999;49.984188000000003;Dressel 9;Mainz;SA;Germania Superior
-5.666942;37.615058;13500;-5.666942000000000;37.615057999999998;Dressel 20;Alcolea del Río;PNN;Baetica
-0.266667;39.683333;13888;-0.266667000000000;39.683332999999998;Dressel 20;Sagunto;LIT;Tarraconensis
11.25;42.5;33788;11.250000000000000;42.500000000000000;Dressel 1;Albinia;AIAS;Italia
2.244789;41.447145;17808;2.244789000000000;41.447144999999999;Pascual 1;Badalona;MPORCI;Tarraconensis
-5.666942;37.615058;13109;-5.666942000000000;37.615057999999998;Dressel 20;Alcolea del Río;PNN;Baetica
11.25;42.5;33880;11.250000000000000;42.500000000000000;Dressel 1C;Albinia;DAS;Italia
35.598482;32.683733;9006;35.598481999999997;32.683732999999997;Dressel 2-4;Masada;EVDE;Iudaea
2.040791;41.342647;36579;2.040791000000000;41.342646999999999;Dressel 2-4 Catalan;Sant Boi de Llobregat;SAB;Tarraconensis
12.583333;38.033333;33074;12.583333000000000;38.033332999999999;Greco-Itálica;Erice;QANTRO;Sicilia
4.032143;46.92678;21003;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;CIRCULUS;Lugdunensis
4.846711;45.748457;4947;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;VRITTIFAV;Lugdunensis
8.279096;49.984188;19377;8.279095999999999;49.984188000000003;Dressel 20;Mainz;CENNIHISPANI;Germania Superior
4.860743;45.531592;39651;4.860743000000000;45.531592000000003;Dressel 20;Saint-Romain-en-Gal;CSEMPRONIPOLYCLITI;Narbonensis
6.866667;43.433333;9412;6.866667000000000;43.433332999999998;Dressel 2-4 Catalan;Rade d'Agay;V;Narbonensis
1.604562;50.720702;30643;1.604562000000000;50.720702000000003;Amphora incerta;Boulogne-sur-Mer;TICA;Belgica
7.041042;46.880888;20523;7.041042000000000;46.880887999999999;Dressel 20;Avenches;ENNIORVMIVLIORVM;Germania Superior
13.5;43.633333;36205;13.500000000000000;43.633333000000000;Lamboglia 2;Ancona;POMDOIMMOG;Italia
4.873453;45.524785;24926;4.873453000000000;45.524785000000001;Dressel 20;Vienne;LVIBICHROMIS;Narbonensis
3.008816;43.184417;10819;3.008816000000000;43.184417000000003;Dressel 2-4;Narbonne;LORICAE;Narbonensis
4.35139;47.916097;18232;4.351390000000000;47.916097000000001;Amphora incerta;Vertault;SLA;Germania Superior
17.933333;40.633333;38002;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PVEBAL;Italia
7.717205;47.536818;7501;7.717205000000000;47.536817999999997;Dressel 20;Augst;MFT;Germania Superior
1.433188;43.599516;10380;1.433188000000000;43.599516000000001;Dressel 20;Toulouse;PANNIRVFI;Narbonensis
1.433188;43.599516;10389;1.433188000000000;43.599516000000001;Dressel 20;Toulouse;PMANISVP;Narbonensis
19.513056;42.0675;30417;19.513055999999999;42.067500000000003;Brindisian amphora;Shkodër;IVLI;Dalmatia
11.883333;45.416667;9684;11.883333000000000;45.416666999999997;Amphora incerta;Padova;LAE;Italia
17.933333;40.633333;40636;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PERDICAS;Italia
-5.02037;37.810702;12097;-5.020370000000000;37.810701999999999;Dressel 20;Almodóvar del Río;VAR;Baetica
0.626641;44.199912;21289;0.626641000000000;44.199911999999998;Dressel 1A;Agen;DIOCLMESORPMAR;Aquitania
5.265397;44.690917;8315;5.265397000000000;44.690916999999999;Dressel 1B;Roanne;IE;Narbonensis
10.366667;45.133333;33760;10.366667000000000;45.133333000000000;Lamboglia 2;Piadena;NO;Italia
12.283333;41.75;28257;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia
12.283333;41.75;26195;12.283333000000001;41.750000000000000;Africana;Ostia Antica;TFASVL;Italia
17.85;40.683333;37509;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;VISELLI;Italia
17.85;40.683333;35156;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DIOCLES;Italia
2.169444;41.629167;19156;2.169444000000000;41.629167000000002;Dressel 2-4 Catalan;Caldes de Montbui;CMCANT;Tarraconensis
9.4;45.3;33972;9.400000000000000;45.299999999999997;Dressel 6A;Lodi Vecchio;OPTATIETMARCELLI;Italia
-1.133333;52.633333;17006;-1.133333000000000;52.633333000000000;Dressel 20;Leicester;CTYC;Britannia
11.883333;45.416667;32846;11.883333000000000;45.416666999999997;Dressel 6B;Padova;ILEGIBLE;Italia
3.104371;42.517594;5275;3.104371000000000;42.517594000000003;Dressel 20;Port-Vendres;PHILO;Narbonensis
0.9;51.883333;15908;0.900000000000000;51.883333000000000;Dressel 20;Colchester;AELIFVSCIANI;Britannia
17.85;40.683333;34493;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;AENEAS;Italia
17.933333;40.633333;40652;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PILEMO;Italia
17.933333;40.633333;40430;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENAS;Italia
4.846711;45.748457;17397;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;PONTICI;Lugdunensis
6.95;50.933333;14023;6.950000000000000;50.933332999999998;Dressel 20;Köln;CANTONIQVIETI;Germania Inferior
-4.772748;37.89155;12795;-4.772748000000000;37.891550000000002;Dressel 20;Córdoba;AVFER;Baetica
14.933333;38.483333;17051;14.933332999999999;38.483333000000002;Richborough 527;Lipari;ALB;Sicilia
7.717205;47.536818;7510;7.717205000000000;47.536817999999997;Dressel 20;Augst;DIATRICI;Germania Superior
3.117809;42.139543;17530;3.117809000000000;42.139543000000003;Dressel 1;Ampurias;DL;Tarraconensis
